m.09gjxn	 people person education	m.02zd2b
m.01y3v	 american football player game statistics team	m.04f3r3
m.02qqy45	 education education student	m.012mzw
m.0drc1	 film music contributor film	m.02q_4ph
m.05gpy	 influence influence node peers	m.03jxw
m.0hptm	 location location people born here	m.033ly6
m.02dj3	 business employer employees	m.041ql
m.04q_g	 location location contains	m.06k7lb
m.059t01	 people person employment history	m.0300cp
m.0f2v0	 people place lived location	m.05cwfc
m.0h1mt	 base popstra friendship participant	m.09889g
m.0487zq0	 location location containedby	m.0vbk
m.04vn5	 sports sports team roster team	m.01g140
m.0dwmn3	 people person nationality	m.09c7w0
m.03xlt5	 people person religion	m.0flw86
m.034fd4	 people person nationality	m.09c7w0
m.02jjdd	 people marriage spouse	m.0p9qb
m.03gq8px	 business company headquarters	m.07dfk
m.04brcl	 education education student	m.029qzx
m.058gxn	 business company board membership member	m.01kb4x
m.01ync	 sports sports team roster	m.03d_nd
m.02ctg7	 sports sports team roster player	m.084l5
m.07f5x	 business company membership member	m.07t65
m.09c7w0	 government government position held jurisdiction of office	m.02_b1q
m.016dps	 business company headquarters	m.04ych
m.051jng	 people person place of birth	m.01snm
m.02q9mz_	 location location containedby	m.0345h
m.0s9b_	 location location containedby	m.03v0t
m.04958ny	 location location containedby	m.09c7w0
m.0xsfj	 location location containedby	m.05fjf
m.026hdp_	 people person place lived	m.0y2bp
m.03ksy	 education educational institution students graduates	m.05cf3mx
m.06_247	 tennis tennis match winner	m.07nvr4
m.0lyjf	 sports sports league draft pick school	m.01y3v
m.02j71	 base schemastaging phone sandbox service location	m.012x34
m.07ssc	 location location contains	m.026zf_
m.079dy	 people person religion	m.0flw86
m.04fhd3	 education education student	m.08815
m.075qf3	 sports sports team roster player	m.0x2p
m.019vz0	 people person profession	m.0c5lg
m.050kkl	 people person place of birth	m.0p9z5
m.0ks67	 education educational institution students graduates	m.05j45j
m.09c7w0	 government government position held jurisdiction of office	m.024sdl
m.0trv	 education educational institution students graduates	m.0530sr
m.0788m6	 education education institution	m.0h7xyz
m.03gh4	 government political district representatives	m.07t58
m.04nmxtk	 sports sports team roster team	m.01b0dl
m.01y888	 education education institution	m.01rpvmk
m.039_nw	 sports sports team roster player	m.02d02
m.026kdhw	 people person education	m.01w5m
m.03v0t	 location location contains	m.0nvd8
m.0jmhr	 basketball basketball player stats team	m.07f3g1
m.0421f	 people person religion	m.03_gx
m.0bz3hh	 people person nationality	m.09c7w0
m.014vk4	 business company board membership member	m.01pvx3
m.01mgqjs	 music artist origin	m.0lpfh
m.0bwfn	 education education institution	m.0892sx
m.02d9k	 soccer football player statistics	m.011v3
m.0c2ty	 location location partially containedby	m.0169t
m.0430t2	 sports sports team roster player	m.05g3b
m.075vr3	 people person place of birth	m.02_286
m.01phfy	 business board member organization board memberships	m.0g499
m.03y3wz	 education education student	m.04x8mj
m.01cwkq	 base popstra celebrity eats at	m.01z15_3
m.0rrwt	 travel travel destination tourist attractions	m.05zmd7
m.0b_v3f	 education education student	m.03ksy
m.0262w1	 education education institution	m.02t_8z
m.0dclg	 location location people born here	m.02p_f4
m.08_04z	 base schemastaging athlete extra salary	m.01xvb
m.0cr3d	 location location people born here	m.09sqg6
m.010rvx	 location location people born here	m.0fvffw
m.0fthl	 location location people born here	m.0dfgjc
m.011sj6	 location location containedby	m.0cc56
m.0dqvw_	 education education student	m.03ksy
m.05r5w	 base popstra celebrity vacations in	m.080h2
m.01yjl	 baseball batting statistics team	m.01rrkk
m.0d05w3	 location location contains	m.017g16
m.0bwb3	 location hud county place place	m.0bwb3
m.06tw8	 location statistical region places imported from	m.06qd3
m.0ccvx	 location location contains	m.03w45t
m.0cc56	 location place with neighborhoods neighborhoods	m.08byx9
m.0d0lx0	 people person place lived	m.0xn5b
m.0165v	 location partial containment relationship partially contained by	m.03t3qb
m.0qsfk	 location location containedby	m.0vbk
m.09gk_	 base aareas schema administrative area administrative parent	m.0b90_r
m.0chghy	 location location contains	m.0797vb
m.01s4f1	 people person nationality	m.09c7w0
m.03cknbl	 people person nationality	m.09c7w0
m.024g5w	 people person nationality	m.07ssc
m.06nm1	 base schemastaging phone sandbox service language	m.05w3y
m.0p1l2	 travel transportation transport terminus	m.01l5hm
m.09v7q8	 location location containedby	m.0kv2r
m.0dc4cc	 people person nationality	m.0ctw_b
m.08qnnv	 education educational institution students graduates	m.022r73
m.05trb8	 base popstra dated participant	m.01tnxc
m.0pzqd	 people person nationality	m.09c7w0
m.031wqn	 people person nationality	m.07ssc
m.01z6ls	 people person nationality	m.09c7w0
m.0jm3b	 sports sports team roster team	m.0f2w7v
m.04sqj	 location location people born here	m.01ww12
m.04f_d	 location location people born here	m.0j_4l
m.089kpp	 film music contributor film	m.0g1llb
m.04q2my1	 government politician government positions held	m.0157m
m.01pjr7	 film actor film	m.014bpd
m.02bq1j	 education education institution	m.056f4m
m.0119_6	 location location containedby	m.0824r
m.05wty0	 base popstra dated participant	m.07r1h
m.0bwfn	 education education institution	m.05kfs
m.04v80x	 people person place lived	m.0dq16
m.09c7w0	 location location contains	m.0489nj1
m.08gyry	 business employer employees	m.03wtc7c
m.02dtg	 location adjoining relationship adjoins	m.05kr_
m.01w3v	 education education institution	m.09g4v_
m.0dh_nf	 people person place lived	m.01sn3
m.07l5z	 location location containedby	m.05kkh
m.03p8wz	 business company founder organizations founded	m.017s11
m.041fb8	 people person ethnicity	m.041rx
m.03pczf	 people person education	m.03ksy
m.0268crd	 people person education	m.012mzw
m.02pp8q	 location location people born here	m.03p7yt
m.03qdm	 education education institution	m.07b3x7
m.0cl9kh	 people person place of birth	m.0dyl9
m.0jpn8	 location location containedby	m.03v0t
m.09c7w0	 location location contains	m.0wxws
m.02y5kn	 people profession people with this profession	m.0b04bt
m.06wxw	 people place lived location	m.08s2s6
m.0yfp	 influence influence node influenced by	m.06pzl
m.07jz_p	 people person spouse s	m.02s2ss
m.02k54	 business company membership member	m.07t65
m.04b2prn	 location location containedby	m.09c7w0
m.03f0fnk	 people person spouse s	m.0ncj8
m.01q0kg	 sports sports league draft pick school	m.05m_8
m.02cj_f	 people person nationality	m.02jx1
m.026fst8	 sports pro athlete teams	m.0487_
m.041rx	 people ethnicity people	m.01h1b
m.0jnng	 sports sports team roster team	m.09619m
m.04q84q7	 education education student	m.06pwq
m.02h5k5z	 business employer employees	m.03crtr
m.01lsl	 film film written by	m.05kh_
m.05qtj	 people place lived location	m.01cqm0
m.029d_	 education educational institution students graduates	m.01w2q8
m.035g_2	 location location containedby	m.0tgm5
m.026_cf	 baseball baseball player batting stats	m.07147
m.06f32	 military military combatant military conflicts	m.087vz
m.01pgzn_	 base popstra friendship participant	m.01qn8k
m.048yqf	 film film featured film locations	m.080h2
m.0bnvv2	 people deceased person place of death	m.0k049
m.0dt5k	 people place lived location	m.026w1_b
m.03141q	 baseball baseball player batting stats	m.04mjl
m.0f25y	 people place lived location	m.01wrmyr
m.0r4yw	 base biblioness bibs location country	m.09c7w0
m.01w5m	 education educational institution students graduates	m.0gknnd
m.09ncqv	 location location containedby	m.0vmt
m.0g10g	 people person religion	m.04hysg0
m.0dy161	 people person nationality	m.09c7w0
m.07wp4_	 olympics olympic medal honor medalist	m.045szg
m.0cvjm2	 people person place of birth	m.04swd
m.01d63v	 people person education	m.03ksy
m.014htz	 music conducting tenure ensemble	m.01_52c
m.097vjv	 location location containedby	m.015fr
m.01cwhp	 base popstra vacation choice vacationer	m.0f8l9c
m.03bmmc	 education educational institution students graduates	m.07js9s
m.0cr3d	 location location people born here	m.0289f0_
m.0jm74	 basketball basketball team previous coaches	m.030w9m
m.0k2_s2	 people person nationality	m.09c7w0
m.02y23	 people deceased person place of death	m.01b85
m.0fns55	 people person place of birth	m.0lhn5
m.0nbrp	 people place lived location	m.063fsv
m.07l4z	 sports sports team roster team	m.08t0_s
m.01pcvn	 base popstra breakup participant	m.01_rlk
m.05g49	 sports sports team roster	m.068ys2
m.08qq05	 people person religion	m.05my9
m.05kkh	 people place lived location	m.06b2mz
m.05kr_	 location mailing address state province region	m.02v_rkc
m.027b17	 education education student	m.01vs5c
m.06363g	 business company headquarters	m.0cv3w
m.0dcj9l	 people person nationality	m.09c7w0
m.0wp9q	 location hud county place place	m.0wp9q
m.01ly5m	 location location people born here	m.04cjwt
m.0jnm_	 sports sports team roster	m.027ptzr
m.03swmf	 people person place lived	m.02_286
m.0vmt	 location location contains	m.0488c6_
m.09f4xh	 business employment tenure person	m.01dbns
m.01n7q	 location mailing address state province region	m.026h4_h
m.09c7w0	 olympics olympic athlete affiliation country	m.04q0rh
m.0cgm9	 location location partially containedby	m.06c1y
m.03k_f	 people person nationality	m.09c7w0
m.03cxyzx	 people person nationality	m.05r4w
m.02_286	 people place lived location	m.0177y3
m.0bwjj	 basketball basketball player stats team	m.0b3q9m
m.0c6864	 people person ethnicity	m.0x67
m.0dzst	 education education institution	m.073bs5
m.02hy5d	 people person place lived	m.02dtg
m.0gtfzf	 people person nationality	m.05bcl
m.09c7w0	 location location contains	m.03ysv6
m.0492xm3	 location location containedby	m.0498y
m.06bss	 government politician government positions held	m.081mh
m.0dm9j4	 tennis tennis match loser	m.015z4j
m.0x0d	 baseball batting statistics team	m.044p_t
m.0gdm1	 education education institution	m.026f66
m.0340g2	 education education student	m.01w3v
m.05z6w9	 sports sports league draft pick player	m.06x68
m.07tgn	 education educational institution students graduates	m.03c6p0v
m.07tr_3	 people person education	m.01yx1b
m.03h0byn	 film film release date s	m.06mkj
m.01xcrz	 government politician government positions held	m.07t58
m.01_d4	 travel transportation travel destination	m.01ky66
m.0f4vbz	 people person spouse s	m.01fh9
m.01jzscp	 people person nationality	m.09c7w0
m.04ly1	 people place lived location	m.02lk95
m.0bp0zj	 education education student	m.08qnnv
m.03jn4	 aviation airport airlines	m.06c62
m.051jp6	 people person place of birth	m.0xl71
m.0py1g	 people person education	m.0160nk
m.0y2dl	 location location containedby	m.09c7w0
m.02h5k5z	 business employer employees	m.04g7vjh
m.01x4gh	 people person spouse s	m.02w589
m.093ggt	 people person place lived	m.04gxf
m.05tghp	 education education student	m.0kz2w
m.02sn03	 business company headquarters	m.0gkgp
m.012d40	 people person place lived	m.0dp90
m.028rk	 people marriage spouse	m.025pp3
m.05m8t2	 people person education	m.086xm
m.01ls2	 base schemastaging phone sandbox service location	m.0l3p6
m.083q7	 government politician government positions held	m.09c7w0
m.01kgv4	 base popstra celebrity canoodled	m.03qpbs
m.0cvw9	 location location people born here	m.0674cw
m.01y49	 american football player passing statistics team	m.03tt0_
m.05cw4l	 sports pro athlete teams	m.04vn5
m.0nfcc	 location location containedby	m.04ych
m.0m257	 location us county county seat	m.0qnrg
m.027rbq	 people person place lived	m.022_6
m.02jx1	 location mailing address country	m.01qx5b
m.05m8t2	 people deceased person place of death	m.0cc56
m.0498y	 location location contains	m.04947ds
m.0487lrj	 location location containedby	m.09c7w0
m.01_qgp	 location location containedby	m.0chgr2
m.0jm3b	 basketball basketball player stats team	m.075wc7
m.0cwx_	 location location adjoin s	m.01jssp
m.01ldgr	 location location containedby	m.01c4pv
m.0r111	 location location people born here	m.0494yv
m.0r41w	 location location containedby	m.09c7w0
m.08tnq6	 education education student	m.03ksy
m.06rkdr	 people person place lived	m.04jpl
m.0fm88q	 people person education	m.07tds
m.05ksh	 location location containedby	m.05kr_
m.02g8h	 people person nationality	m.03rt9
m.03npjxz	 people person place lived	m.07h34
m.05fjy	 location location contains	m.04b9pvp
m.096_1z	 people person education	m.02g839
m.01g23m	 people person ethnicity	m.041rx
m.0170vn	 base popstra celebrity sued by	m.02fn5
m.0221g_	 education education institution	m.04m2px
m.01bktn	 location administrative division capital relationship capital	m.01bkt4
m.04ly1	 location location contains	m.013d98
m.0dvld	 base popstra celebrity vacations in	m.0n3g
m.0dvmd	 base popstra celebrity vacations in	m.0h2c3
m.0kcrd	 location location contains	m.04845l1
m.0888lr	 business company founders	m.0f1vrl
m.026ll4j	 people person place of birth	m.0nbwf
m.0288crc	 people person place lived	m.019fh
m.0mp08	 location us county hud county place	m.0mp08
m.04pz39	 user szaijan fantasy football player nfl team	m.07l24
m.0tf2m	 location hud county place place	m.0tf2m
m.013b9_	 music group membership group	m.0hl3d
m.07tg4	 education education institution	m.041c4
m.01k5wsd	 people person nationality	m.09c7w0
m.09fqdt	 base contractbridge bridge player first place finish	m.03cxqp5
m.02t_99	 people marriage spouse	m.07hsx7
m.01nrnm	 education education institution	m.03nfmq
m.01n4f8	 people person place lived	m.02_286
m.01gbbz	 base popstra friendship participant	m.0237fw
m.01bm_	 education educational institution students graduates	m.02l8dg
m.07dr1c	 base schemastaging athlete extra salary	m.0jm3b
m.0jksm	 education education institution	m.0424j5
m.04sry	 media common dedicatee dedications	m.03_2y
m.07h34	 location location partiallycontains	m.02q9t7
m.01b8w_	 location location people born here	m.01k_0fp
m.02tr8h	 people person place lived	m.0_24q
m.09c7w0	 location location contains	m.013d98
m.059j2	 base schemastaging phone sandbox service location	m.02cwc9
m.027jzyv	 people person place of birth	m.0f2rq
m.02nnj9	 people person employment history	m.0trv
